foodCode,allergenCode,status,provenance
ga_ta,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
khoai_tay,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_cove,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gia_do,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nam_rom,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tay,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_la,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hanh_tim,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
toi,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
gung,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
sa,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
ot_hiem,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
rau_ngo,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
me_chua,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_mam,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
nuoc_tuong,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
dau_an,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
muoi,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
duong_cat,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
tieu_xay,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,peanut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,tree_nut,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,dairy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,egg,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,soy,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,wheat,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,fish,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,crustacean,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,mollusc,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
hat_nem,sesame,CAN-DIEN: absent | contains | may_contain | unknown,CAN-DIEN: can cu cho ket luan nay
