foodCode,nutrientCode,amountPer100g,provenance
nuoc_mam,protein_g,7.1,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
nuoc_mam,carbohydrate_g,0,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
nuoc_mam,fat_g,0,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
nuoc_mam,fibre_g,0,https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf
nuoc_mam,sodium_mg,7720,https://viendinhduong.vn/vi/article/tin-tuc/nuoc-mam-hay-muoi-dung-the-nao-de-khong-lo-tang-huyet-ap-6a0d1bb45aaa4a22bf027ad2
nuoc_tuong,energy_kcal,55,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/xi-dau.html
nuoc_tuong,protein_g,6.3,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/xi-dau.html
nuoc_tuong,carbohydrate_g,7.46,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/xi-dau.html
nuoc_tuong,fat_g,0.04,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/xi-dau.html
nuoc_tuong,fibre_g,0.8,https://foodstruct.com/food/soy-sauce
nuoc_tuong,sodium_mg,5637,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/xi-dau.html
dau_an,energy_kcal,884,https://foodstruct.com/food/soybean-oil
dau_an,protein_g,0,https://foodstruct.com/food/soybean-oil
dau_an,carbohydrate_g,0,https://foodstruct.com/food/soybean-oil
dau_an,fat_g,100,https://foodstruct.com/food/soybean-oil
dau_an,fibre_g,0,https://foodstruct.com/food/soybean-oil
dau_an,sodium_mg,0,https://foodstruct.com/food/soybean-oil
muoi,energy_kcal,1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muoi.html
muoi,protein_g,0,https://foodstruct.com/food/table-salt
muoi,carbohydrate_g,0,https://foodstruct.com/food/table-salt
muoi,fat_g,0,https://foodstruct.com/food/table-salt
muoi,fibre_g,0,https://foodstruct.com/food/table-salt
muoi,sodium_mg,38758,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muoi.html
duong_cat,energy_kcal,383,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/duong-cat.html
duong_cat,protein_g,1.1,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/duong-cat.html
duong_cat,carbohydrate_g,94.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/duong-cat.html
duong_cat,fat_g,0,https://foodstruct.com/food/sugar
duong_cat,fibre_g,0,https://foodstruct.com/food/sugar
duong_cat,sodium_mg,39,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/duong-cat.html
tieu_xay,energy_kcal,365,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hat-tieu.html
tieu_xay,protein_g,7.0,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hat-tieu.html
tieu_xay,carbohydrate_g,67.6,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hat-tieu.html
tieu_xay,fat_g,7.4,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hat-tieu.html
tieu_xay,fibre_g,33.5,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hat-tieu.html
tieu_xay,sodium_mg,44,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hat-tieu.html
hat_nem,energy_kcal,188,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/bot-nem.html
hat_nem,protein_g,12.73,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/bot-nem.html
hat_nem,carbohydrate_g,30.18,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/bot-nem.html
hat_nem,fat_g,1.82,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/bot-nem.html
hat_nem,fibre_g,0.36,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/bot-nem.html
hat_nem,sodium_mg,21818.18,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/bot-nem.html
