foodCode,allergenCode,status,provenance
cai_thao,fish,cross_contact_unverified,"Cải thảo is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,crustacean,cross_contact_unverified,"Cải thảo is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,mollusc,cross_contact_unverified,"Cải thảo is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
cai_thao,sesame,cross_contact_unverified,"Cải thảo is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,peanut,cross_contact_unverified,"Bắp cải is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,tree_nut,cross_contact_unverified,"Bắp cải is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,dairy,cross_contact_unverified,"Bắp cải is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,egg,cross_contact_unverified,"Bắp cải is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,soy,cross_contact_unverified,"Bắp cải is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,wheat,cross_contact_unverified,"Bắp cải is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,fish,cross_contact_unverified,"Bắp cải is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,crustacean,cross_contact_unverified,"Bắp cải is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,mollusc,cross_contact_unverified,"Bắp cải is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bap_cai,sesame,cross_contact_unverified,"Bắp cải is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,peanut,cross_contact_unverified,"Rau dền is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,tree_nut,cross_contact_unverified,"Rau dền is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,dairy,cross_contact_unverified,"Rau dền is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,egg,cross_contact_unverified,"Rau dền is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,soy,cross_contact_unverified,"Rau dền is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,wheat,cross_contact_unverified,"Rau dền is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,fish,cross_contact_unverified,"Rau dền is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,crustacean,cross_contact_unverified,"Rau dền is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,mollusc,cross_contact_unverified,"Rau dền is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
rau_den,sesame,cross_contact_unverified,"Rau dền is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,peanut,cross_contact_unverified,"Bí đao is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,tree_nut,cross_contact_unverified,"Bí đao is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,dairy,cross_contact_unverified,"Bí đao is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,egg,cross_contact_unverified,"Bí đao is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,soy,cross_contact_unverified,"Bí đao is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,wheat,cross_contact_unverified,"Bí đao is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,fish,cross_contact_unverified,"Bí đao is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,crustacean,cross_contact_unverified,"Bí đao is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,mollusc,cross_contact_unverified,"Bí đao is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_dao,sesame,cross_contact_unverified,"Bí đao is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,peanut,cross_contact_unverified,"Bí đỏ is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,tree_nut,cross_contact_unverified,"Bí đỏ is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,dairy,cross_contact_unverified,"Bí đỏ is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,egg,cross_contact_unverified,"Bí đỏ is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,soy,cross_contact_unverified,"Bí đỏ is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,wheat,cross_contact_unverified,"Bí đỏ is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,fish,cross_contact_unverified,"Bí đỏ is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,crustacean,cross_contact_unverified,"Bí đỏ is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,mollusc,cross_contact_unverified,"Bí đỏ is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
bi_do,sesame,cross_contact_unverified,"Bí đỏ is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,peanut,cross_contact_unverified,"Mướp hương is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,tree_nut,cross_contact_unverified,"Mướp hương is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,dairy,cross_contact_unverified,"Mướp hương is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,egg,cross_contact_unverified,"Mướp hương is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,soy,cross_contact_unverified,"Mướp hương is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,wheat,cross_contact_unverified,"Mướp hương is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,fish,cross_contact_unverified,"Mướp hương is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,crustacean,cross_contact_unverified,"Mướp hương is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,mollusc,cross_contact_unverified,"Mướp hương is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
muop_huong,sesame,cross_contact_unverified,"Mướp hương is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,peanut,cross_contact_unverified,"Su su is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,tree_nut,cross_contact_unverified,"Su su is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,dairy,cross_contact_unverified,"Su su is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,egg,cross_contact_unverified,"Su su is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,soy,cross_contact_unverified,"Su su is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,wheat,cross_contact_unverified,"Su su is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,fish,cross_contact_unverified,"Su su is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,crustacean,cross_contact_unverified,"Su su is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,mollusc,cross_contact_unverified,"Su su is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
su_su,sesame,cross_contact_unverified,"Su su is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,peanut,cross_contact_unverified,"Cà chua is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,tree_nut,cross_contact_unverified,"Cà chua is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,dairy,cross_contact_unverified,"Cà chua is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,egg,cross_contact_unverified,"Cà chua is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,soy,cross_contact_unverified,"Cà chua is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,wheat,cross_contact_unverified,"Cà chua is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,fish,cross_contact_unverified,"Cà chua is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,crustacean,cross_contact_unverified,"Cà chua is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,mollusc,cross_contact_unverified,"Cà chua is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_chua,sesame,cross_contact_unverified,"Cà chua is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,peanut,cross_contact_unverified,"Cà rốt is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,tree_nut,cross_contact_unverified,"Cà rốt is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,dairy,cross_contact_unverified,"Cà rốt is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,egg,cross_contact_unverified,"Cà rốt is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,soy,cross_contact_unverified,"Cà rốt is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,wheat,cross_contact_unverified,"Cà rốt is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,fish,cross_contact_unverified,"Cà rốt is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,crustacean,cross_contact_unverified,"Cà rốt is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,mollusc,cross_contact_unverified,"Cà rốt is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
ca_rot,sesame,cross_contact_unverified,"Cà rốt is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,peanut,cross_contact_unverified,"Khoai tây is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,tree_nut,cross_contact_unverified,"Khoai tây is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,dairy,cross_contact_unverified,"Khoai tây is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,egg,cross_contact_unverified,"Khoai tây is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,soy,cross_contact_unverified,"Khoai tây is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,wheat,cross_contact_unverified,"Khoai tây is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,fish,cross_contact_unverified,"Khoai tây is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,crustacean,cross_contact_unverified,"Khoai tây is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,mollusc,cross_contact_unverified,"Khoai tây is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
khoai_tay,sesame,cross_contact_unverified,"Khoai tây is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,peanut,cross_contact_unverified,"Đậu cô ve is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,tree_nut,cross_contact_unverified,"Đậu cô ve is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,dairy,cross_contact_unverified,"Đậu cô ve is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,egg,cross_contact_unverified,"Đậu cô ve is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,soy,cross_contact_unverified,"Đậu cô ve is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,wheat,cross_contact_unverified,"Đậu cô ve is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,fish,cross_contact_unverified,"Đậu cô ve is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,crustacean,cross_contact_unverified,"Đậu cô ve is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,mollusc,cross_contact_unverified,"Đậu cô ve is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
dau_cove,sesame,cross_contact_unverified,"Đậu cô ve is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,peanut,cross_contact_unverified,"Giá đỗ is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,tree_nut,cross_contact_unverified,"Giá đỗ is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,dairy,cross_contact_unverified,"Giá đỗ is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,egg,cross_contact_unverified,"Giá đỗ is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,soy,cross_contact_unverified,"Giá đỗ is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,wheat,cross_contact_unverified,"Giá đỗ is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,fish,cross_contact_unverified,"Giá đỗ is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,crustacean,cross_contact_unverified,"Giá đỗ is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,mollusc,cross_contact_unverified,"Giá đỗ is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gia_do,sesame,cross_contact_unverified,"Giá đỗ is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,peanut,cross_contact_unverified,"Nấm rơm is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,tree_nut,cross_contact_unverified,"Nấm rơm is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,dairy,cross_contact_unverified,"Nấm rơm is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,egg,cross_contact_unverified,"Nấm rơm is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,soy,cross_contact_unverified,"Nấm rơm is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,wheat,cross_contact_unverified,"Nấm rơm is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,fish,cross_contact_unverified,"Nấm rơm is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,crustacean,cross_contact_unverified,"Nấm rơm is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,mollusc,cross_contact_unverified,"Nấm rơm is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
nam_rom,sesame,cross_contact_unverified,"Nấm rơm is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,peanut,cross_contact_unverified,"Hành tây is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,tree_nut,cross_contact_unverified,"Hành tây is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,dairy,cross_contact_unverified,"Hành tây is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,egg,cross_contact_unverified,"Hành tây is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,soy,cross_contact_unverified,"Hành tây is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,wheat,cross_contact_unverified,"Hành tây is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,fish,cross_contact_unverified,"Hành tây is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,crustacean,cross_contact_unverified,"Hành tây is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,mollusc,cross_contact_unverified,"Hành tây is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tay,sesame,cross_contact_unverified,"Hành tây is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,peanut,cross_contact_unverified,"Hành lá is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,tree_nut,cross_contact_unverified,"Hành lá is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,dairy,cross_contact_unverified,"Hành lá is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,egg,cross_contact_unverified,"Hành lá is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,soy,cross_contact_unverified,"Hành lá is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,wheat,cross_contact_unverified,"Hành lá is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,fish,cross_contact_unverified,"Hành lá is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,crustacean,cross_contact_unverified,"Hành lá is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,mollusc,cross_contact_unverified,"Hành lá is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_la,sesame,cross_contact_unverified,"Hành lá is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,peanut,cross_contact_unverified,"Hành tím is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,tree_nut,cross_contact_unverified,"Hành tím is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,dairy,cross_contact_unverified,"Hành tím is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,egg,cross_contact_unverified,"Hành tím is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,soy,cross_contact_unverified,"Hành tím is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,wheat,cross_contact_unverified,"Hành tím is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,fish,cross_contact_unverified,"Hành tím is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,crustacean,cross_contact_unverified,"Hành tím is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,mollusc,cross_contact_unverified,"Hành tím is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
hanh_tim,sesame,cross_contact_unverified,"Hành tím is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,peanut,cross_contact_unverified,"Tỏi is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,tree_nut,cross_contact_unverified,"Tỏi is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,dairy,cross_contact_unverified,"Tỏi is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,egg,cross_contact_unverified,"Tỏi is not itself the egg allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,soy,cross_contact_unverified,"Tỏi is not itself the soy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,wheat,cross_contact_unverified,"Tỏi is not itself the wheat allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,fish,cross_contact_unverified,"Tỏi is not itself the fish allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,crustacean,cross_contact_unverified,"Tỏi is not itself the crustacean allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,mollusc,cross_contact_unverified,"Tỏi is not itself the mollusc allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
toi,sesame,cross_contact_unverified,"Tỏi is not itself the sesame allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gung,peanut,cross_contact_unverified,"Gừng is not itself the peanut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gung,tree_nut,cross_contact_unverified,"Gừng is not itself the tree_nut allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
gung,dairy,cross_contact_unverified,"Gừng is not itself the dairy allergen category based on the catalog food identity. This does NOT establish absence of unintended allergen presence or cross-contact, so app status remains unknown."
